,idx,class,conversation,Augmentation
513,2072,갈취 대화,"저기 인테리어 맞는가?
네 맞는데요 혹시 누구신지 말씀해주실 수 있나요? 정보에 입력이 안되어 있어서요. 혹시 신규 사장님이신가요?
아니고. 나 알지? 곽두철 다른 게 아니고 이번 우리 사무실 새로 만드는데 인력 좀 보내라.
아 네! 몇 명 정도 필요하신가요? 혹시 몇 평인지 알 수 있을까요?
65평 음. 최대한 빠르게 해야 하니까 20명 정도 보내면 좋겠네.
아 20명 정도 필요 하시면. 1500만원 정도 내시면 될거 같아요. 요즘 인력이 많이 비싸서요.
야 우리 우정이 있는데 뭔 1500만원이야 그냥 보내줘.
네 20명을요.? 그럼 가격을 좀 더 깍아드리는걸로 하면 어떨까요.?
야 그냥 공짜로 해달라고 공짜 몰라? 너 나한테 그 돈 쓰는 게 그렇게 아깝냐? 내가 이번만 부탁할거 아니니까 그냥 이번만 공짜로해줘.
네 알겠습니다.","저기 인테리어 맞나?
네, 그렇습니다만, 누구신지 알려주시겠어요? 정보에 입력되어 있지 않기 때문입니다. 혹시 신규 사장님이신가요?
아니야 나 알지? 곽두철은 다름이 아니라 이번에 우리 사무실을 새로 만드는데 인력을 보내달라.
아, 네! 몇 명이나 필요하세요? 몇 평인지 알 수 있을까요?
65평 소리. 최대한 빨리 해야 해서 20명 정도 보내면 되겠다.
아, 20명 정도 필요하시면요. 1500만원 정도 내면 될 것 같아요. 요즘 인력이 너무 높아서요.
야, 우리 우정이 있는데 1500만원이 뭐야. 그냥 보내.
네, 20명이요? 그럼 가격을 좀 더 저렴하게 하는 것으로 하면 어떨까요?
야, 공짜로 해달래. 공짜 몰라? 너 나한테 그 돈 쓰는 게 그렇게 아까워? 내가 이번만 시키는 건 아니니까 그냥 이번만 무료로 해줘.
예 알겠습니다."
514,2083,갈취 대화,"거기 이리와봐.
저요?
그래 교복입은 너
왜 그러시는대요?
이리올래? 내가 갈까?
왜그러시는데요. 저 학원가야 해요.
너 지금 돈 있는거 다 내놔
문제집 살 돈이에요.
맞고싶냐? 좋게 말할때 돈 내놔
돈 드릴테니까 때리지마세요.","거기, 이쪽으로 와 봐.
저요?
그래, 교복입은 당신
무슨 일이세요?
이쪽으로 와줄래? 내가 갈까?
어쩌다가 이렇게 됐어요. 나는 학원에 가야 해요.
당신 지금 돈 있는 거 다 내놔
문제집 살 돈이에요.
맞고 싶어? 좋게 말할 때 돈을 내라
돈을 드릴 테니 때리지 마세요."
515,2084,갈취 대화,"현우야 나 7만원만 빌려주라
 동우야 저번에도 10만원 빌렸잖아
 야 현우야 그것도 못주냐 친구잖아
 나. 이제 없어 하나도
이 새끼가 말로하니까 안통하네 내노라고 
 이 새끼 오랜만에 교육좀 받아야겟다
 애.들아!! 내가 미안해 퓨 봐줘
그럼 가지고 있는거 다 내놔
여기 5만원.
 새끼가 줄꺼면서","현우야 나한테 7만원만 빌려줘
동우야, 저번에도 10만원 빌렸잖아
야, 현우야. 그것도 못 주는 거야? 친구잖아
B. 이젠 없어 하나도
얘가 말로 하니까 안 통하네. 화를 내라고
얘, 오랜만에 교육을 받아야지
얘들아!! 미안해. 적당히 봐
그럼 가지고 있는 거 다 내놔
여기 5만원.
아이가 주는 주제에"
516,2085,갈취 대화,"내 유에스비 어디있어 내놔 이새끼들아!
아이고 묶여 계신데도 힘이 장사시네. 얘들아 더 꽉 묶어라.
네 형님
너네 대체 누구야. 내 유에스비 어쨌어.
맨입으로 그걸 말하면 쓰나
너네가 원하는게 뭔데 그게 뭔줄은 알아?
우릴 바보로 아는거야?
원하는게 뭐야 대체
나회장이 준 목걸이. 그거랑 바꾸자고
니네가 그걸 어떻게","내 USB 어디 있어, 얘네들아!
아, 묶여 있는데 힘이 좋으시네요. 얘들아, 더 꽉 묶어.
네, 형님
너희들 대체 누구야. 내 USB 왜 그래.
뭐든지 그것을 말하면 쓰느냐
너희가 원하는 게 뭔지, 그게 뭔지 알아?
우리를 바보라고 생각하는 거야?
도대체 뭘 갖고 싶은 거야
나 회장님이 주신 목걸이. 그거랑 바꾸자고
너희들이 그걸 어떻게"
517,2086,갈취 대화,"안녕?우리 어디서 봤지?
누구세요?
엥 나 몰라? 그럼 지갑 좀 내놔봐.
저 돈 없어요.
지랄말고 내놔. 죽을래?
안돼요.
이새끼 부자네? 죽고싶냐 진짜?
부탁이에요 그만해주세요
하나 둘 셋 그래그래 꺼져라 안녕
주세요 부탁이에요.","안녕 우리 어디서 만났지?
누구세요?
어, 나 몰라? 그럼 지갑 꺼내봐.
저는 돈이 없습니다.
까불지 말고 줘. 죽을래?
안 돼요.
이 자식 부자네? 죽고 싶은 거야, 정말?
부탁입니다. 하지말아주세요
1, 2, 3. 오구오구 사라져. 바이바이
주세요. 부탁드립니다."
518,2088,갈취 대화,"여보세요. 
아저씨 아까 내가 보낸 계좌로 300만원만 입금해요.
제발 부탁이야. 나한테 지금 그런 큰 돈이 없어. 제발.
이걸 어쩌나.
제발. 한번만 봐줘.
그럼 아저씨가 딸 뻘 되는 어린 여자한테 그런 사진이나 보낸걸 알려야하나.
제발 우리 아이들이랑 와이프한테만은.
그럼 3일 안으로 계좌로 300만원 입금해요. 안그럼 이 사진 다 퍼뜨릴꺼니까. 
.알았어. 구해볼게.
그럼 기다릴게요.","여보세요.
아저씨, 아까 제가 보낸 계좌로 300만원만 입금해주세요.
제발, 제발. 나에게 지금 그런 큰 돈이 없어. 제발.
이거 어떻게 해.
제발 한번만 봐줘.
그럼 아저씨가 딸 정도의 젊은 여성에게 그런 사진을 보냈다는 걸 알려야 하나.
제발 우리 애들하고 와이프한테만은.
그럼 3일 이내에 계좌로 300만원 입금하겠습니다. 그렇지 않으면 이 사진을 다 퍼뜨릴 테니까.
알겠어 찾아볼게.
그럼 기다리고 있겠습니다."
519,2092,갈취 대화,"오빠 나 돈 좀 빌려줘 친구가 돈 빌려달래
무슨 친구 얼마?
아니 그냥 좀 빌려줘
얼마
200만원
왜 돈을 나한테 빌려
싫다는 거야?
아니 왜냐고
그냥 빌려주기 싫다고 말 해
어 싫어
그래 그럼 그렇게 해 오빠 비밀은 나도 책임질 수 없고
아 너 왜그래
그럼 주던지 말던지","오빠 나한테 돈 빌려줘. 친구가 돈 빌려달래
무슨 친구 얼마야?
아니, 좀 빌려줘
얼마
200만원
왜 돈을 나한테 빌려
싫다는 거야?
아니, 왜냐하면
그냥 빌려주기 싫다고 해서
아, 싫어
그래, 그럼 그렇게 해. 오빠의 비밀은 나도 책임질수 없고
아, 오빠. 무슨 일이야
그러면 줄지 안 줄지"
520,2095,갈취 대화,"야 너 이어폰 새로 샀냐
응 우리 형이 사줬어
줘봐 내꺼랑 바꿔
무슨소리야 내껀데
내놔 이제부터 이건 내꺼야
뭐하는짓이야
자 이거 내꺼써 그럼 됐지 이거 가지고 꺼져
이건 오래된거잖아 어서 내꺼 돌려줘
한번만 더 까불면 혼난다 조용히 꺼져
너 정말 못됐구나
연약한놈 어서 꺼져","야, 오빠. 이어폰 새로 샀니
응, 우리 형이 사준
줘봐 내 거랑 바꿔줘
무슨 소리야, 내 건데
보내라 이제부터 이것은 내 것이다
뭐 하는 거야
자, 이거는 내 거 쓰고. 괜찮은데? 이걸 들고 사라져
이건 오래된 거잖아. 빨리 내 것을 돌려줘
한 번 더 까불면 혼나. 조용히 사라져
당신 정말로 나쁘군요
연약한 놈 빨리 사라져라"
521,2097,갈취 대화,"이때까지 돈 가져와
나 그만큼 돈 없어
없으면 빌리던지
누구한테 빌려
친구없으면 훔쳐서라도 가져와
싫어.
니 약점 다 소문내도 돼?
그것만은 제발
잘해라?
미안해","지금까지 돈을 가지고 와서
나만큼 돈 없어
없으면 빌리느냐
누구에게 빌려서
친구가 없으면 훔쳐서라도 가져와라
싫다.
너의 약점을 전부 소문내도 될까?
그것만은 어떤가
힘내라?
미안해."
522,2103,갈취 대화,"지금 당신의 딸이 어디있는지 알고 있나?
 지금 학교에 있을텐데.
 아니 당신 딸 지금 나랑 같이 있어.
 네? 아니 그 아이가 왜.
 지금 당장 내가 불러주는 계좌로 돈을 입금하지 않으면 이 아이한테 안 좋은 일이 일어날거얌.
 안돼요! 내 딸!
 지금 불러주는 곳으로 얼른 입금해! 어서!
 알겠어요 얼른 불러주세요.
 10분 내로 계좌로 입금되는 거 확인되면 이 아이를 풀어주겠다.
 알겠어요","지금 네 딸이 어디 있는지 알아?
지금 학교에 있을 텐데.
아니, 네 딸은 지금 나랑 같이 있어.
어? 아니 쟤가 왜.
지금 당장 내가 부르는 계좌에 돈을 입금하지 않으면 얘한테 나쁜 일이 생길 거야.
안돼요! 내 딸!
지금 불러주는 곳으로 빨리 입금해! 빨리!
알겠어요。 빨리 불러주세요.
10분 안에 계좌로 입금되는 것이 확인되면 이 아이를 풀어주겠다.
알겠어요"
523,2106,갈취 대화,"그 전단지 보고 연락 드렸는데요. 리트리버 찾으신다면서요?
아네네 혹시 어디서 보시거나 지금 같이 있나요?
네 리트리버가 엄청 순하네요.
진짜 감사해요. 어디로 가면 되죠? 사례금 드릴게요.
어. 장소는 나중에 알려드리고 근데 큰 대형견인데 사례금이 너무 적은거 아닌가요?
그 이상으로는 못 드려요. 진짜 죄송해요.
그럼 그냥 뭐 이 강아지 커서 보양가게에 드리면 더 받아요 모르세요?
진짜 왜 그러세요. 제 하나밖에 없는 자식이나 다름 없어요. 사례금 더 필요하시면 최대한 원하는 금액까지 맞춰 드릴게요.
그럼 뭐 소소하게 200만원 정도만 주세요. 그럼 예쁘게 털 하나 안 다치게 보내 드릴게요.
200이요.? 이번주 내로 드릴테니까 강아지 먼저 주시면 안되나요? 제가 200만원이 없어서요.
그럼 뭐 이번주내가지 제가 데리고 있을게요. 근데 그 주 넘어가면 바로 팔아버릴겁니다.
그럼 지금 바로 돈 보내드릴게요. 빌려야 하니까 딱 2시간만 기다려 주세요. 제발 안전하게 해주세요",
524,2114,갈취 대화,"엄마 나 30만원만 주세요
아니 돈 준지 얼마나 됐다고 또 돈을 달라는거야. 엄마 돈없어
거짓말하지말고 나 시간없어 30만원 주는게 그렇게어려워? 
저번주에도 용돈주고 이번에 생활비가 너무 힘들어 미안해
아니 짜증나게하네 엄마는 엄마딸이 30만원없는 거지새끼로 불리면 좋겠어?
누가 너를 거지로봐. 엄마 속상하게 왜 그래
아 개같네 학교에 애들은 용돈 3040만원받는데 돈없는 년으로 왕따당해서 내가 죽어버리면 그때 내 부조금에 30만원 넣을거야?
이게 못하는 말이 없어.! 무슨 말을 하는거야
아 몰라 지금 30만원 이체안하면 나 집안들어가고 죽어버리던지 할 거야 내가 죽으면 살인자는 엄마야 알겠어?
아니. 알겠어.","어머니, 저에게 30만원만 주세요
아니, 돈을 준 지 얼마 안 됐는데 또 돈을 달라는 거야. 엄마, 돈 없어요
거짓말하지 마, 나 시간 없어. 30만원 주기가 그렇게 어렵니?
저번주에도 용돈을 주고 이번 생활비가 너무 힘들어서 미안해
아니, 짜증나게 하네. 엄마는 엄마 딸이 30만원도 없는데 도련님이라고 부르면 돼?
누가 너를 거지로 봐. 엄마, 슬퍼. 무슨 일이야
아, 개 같네. 학교 애들은 용돈 3040만원 받는데 돈 없는 나이에 왕따 당해서 내가 죽으면 그때 내 부조금에 30만원 넣어?
이건 말할 수 없는 게 없어! 무슨 소릴 하는 거야
아, 몰라. 지금 30만원을 입금하지 않으면 나는 집에 가서 죽고 말 거야. 내가 죽으면 살인자는 엄마야. 알았어?
아니, 알았어."
525,2117,갈취 대화,"어이 아가씨
네? 누구시죠? 절 아시나요?
아니요
그럼 가겠습니다
에이 잠시만 기다려봐요
왜그러시는데요
내가 차를 박았는데 수리비가 없네? 돈 좀 빌려줄래요?
무슨 소리에요 제가 뭘 믿고 왜요?
한번만 믿어봐요
가겠습니다
돈 안줄거면 나랑 어디좀 가시죠?","이봐 아가씨
네? 누구세요? 저를 아시나요?
아니에요。
그럼 가겠습니다
조금만 기다려주세요
어쩌다가 이렇게 됐어요.
내가 차를 부딪쳤는데 수리비가 없네? 돈 좀 빌려줄래요?
무슨 소리예요? 내가 뭘 믿고 왜요?
한번만 믿어보세요
가겠습니다
돈을 안 줄 거면 저랑 어디 좀 갈까요?"
526,2121,갈취 대화,"너 내가 눈에 띄면 너것 다 내놓으라고 했지?
죄송합니다.
됐고 좋은말로 할때 다 내놔. 시계 목걸이 반지까지 다.
이건 안돼요.
강제로 내가 뺏기전에 얼른 내놔. 너 내가 만만하냐?
아니예요. 시계 빼고 제 지갑이든 뭐든 다 드릴게요.
내가 뭐라그랬어. 너가 가지고 있는거 다 달라그랬지! 당장 내놓고 내눈앞에서 사라져버려
제발요. 이 시계는 안돼요.
마지막 기회야. 순순히 내놓지 않으면 너가 한 짓 너 가족들한테 다 말해버릴거야
살려주세요.","너 내가 눈에 들어오면 네 거 다 내놓으라고 했지?
죄송합니다.
좋아 좋은 말 할 때 다 내놔. 시계목걸이, 반지까지 하다.
이거는 안 돼요.
강제로 내가 뺏기기 전에 빨리 내. 너 내가 만만해?
아니요. 시계를 제외하고 제 지갑이든 뭐든 드릴게요.
내가 뭐라고 했어. 네가 가진 건 다 다르다고 했지! 지금 당장 꺼내 내 눈앞에서 사라져버려서
부탁 드려요。 이 시계는 안됩니다.
마지막 기회야. 솔직하게 내놓지 않으면 당신이 한 일 너의 가족들에게 전부 말해버린다
살려주세요."
527,2124,갈취 대화,"아야 아이고 이차가 나를 치네
아이고 사람을 치시면 어떻게 합니까
아니 먼저 직접 와서 부딫히셨잖아요
제가 봤다니까요 먼처 차로 박으시고 그런말 하시면 안돼요
아야 아파라 간단하게 100만원에 합의 해드릴께요 100만 주세요
뭔소리야 내가 안쳤다니까
100만원에 해준데 잖아요 저거 제가 보험회사 불러봤는데 200은 족히 나가요 여기서 해결하시는게 좋을 꺼에요
아저씨 100에 합의보기 싫으시면 보험회사 부르던가요 서로한테 편하다니깐요?
100만원이면 싼 가격이라니까요
알겠습니다. 죄송합니다 100만원에 합의 보죠","이런, 이 차가 날 때릴 거야
맙소사, 사람을 맞으면 어떡합니까
아니, 먼저 직접 와서 부딪혔잖아요
제가 봤거든요 먼 곳에 차를 세우고 그런 말을 해서는 안 됩니다
아프면 간단하게 100만원에 합의해 드릴께요 100만 주세요
무슨 소리야. 내가 안 했다고
100만원으로 해 준대 어라, 제가 보험 회사를 불러봤는데 200개는 충분히 팔립니다. 여기서 해결하는 것이 좋다고 생각합니다
아저씨, 100에 합의하고 싶지 않으면 보험 회사를 부를까요? 서로 편하니까요?
100만원이면 싼 가격이에요
알겠습니다. 죄송합니다. 100만원에 합의합시다"
528,2127,갈취 대화,"필통 귀엽다. 머야?
이거 남자친구가 사준거야.
역시 안에 펜들도 비싸보인다. 나 이 펜 좀 빌려줘 글씨 잘 써지겠다.
이거 남자친구가 사준건데?
친구 한 번 빌려줘 필기 좀 하자.
나 이거 한 번도 안써봤어.
아까워서 못 쓰는 거 같은데 내가 써줄게 그럼 너도 더 잘 쓸거야
그래도 안돼. 이거 기스나면 안돼.
아니 빌려달라고. 잘 쓰고 수업 끝나고 줄게 알겠지.?
안되는데. 꼭 돌려줘야돼.","필통 귀엽다. 뭐야?
이건 남자친구가 사준 거야.
역시 안에 펜도 비쌀 것 같아. 나 이 펜 좀 빌려줘. 글씨를 잘 쓸 수 있을 것 같아.
이거 남자친구가 사준 건데?
친구 한 번 빌려줘. 필기를 하자.
나 이거 한 번도 안 써봤어.
아까워서 못 쓰겠지만 내가 써줄게. 그럼 너도 더 잘 쓸 수 있을거야
그래도 안 돼. 이거 상하면 안 돼.
아니, 빌려달래. 잘 쓰고 수업 끝나면 줄게. 알았어?
안 돼. 꼭 돌려줘야 돼."
529,2131,갈취 대화,"김대리! 스카프 샀어?
네네
너무 이쁘다 비싸보여
월급 받은 기념으로 하나 샀어요
줘봐줘봐
네?
나도 어울리는지 해보게
네네?
말귀 못알아먹어?
여기요
어머 나한테 너무 이쁘다
네.
김대리 내가 오늘만 사무실에서 하고 퇴근할때 줄게
네??
싫어??
아니요.","김대리! 스카프 샀어?
예예.
너무 예쁘다. 비쌀 것 같아
월급을 받은 기념으로 하나 샀어요
줘봐, 줘봐
ㅇ?
나도 어울릴지 한번 해볼게
네네?
말을 못 알아들어?
여기요
어머 나한테는 너무 이쁘다
네。
김대리, 내가 오늘만 사무실에서 하고 퇴근할 때 줄게
네??
싫어??
아니에요。"
